form,lemma,POS,morph
Iunctior,iunctus,ADJqua,Case=Nom|Numb=Sing|Gend=MascFem|Deg=Comp
inue,in,VER,Numb=Sing
{inue},que,CON,MORPH=empty
nurum,nurus,NOMcom,Case=Acc|Numb=Sing
noxalis,noxalis,ADJqua,Case=Nom|Numb=Sing
luxus,luxus1,NOMcom,Case=Nom|Numb=Sing
oberret,oberro2,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Vel,uel2,CONcoo,MORPH=empty
nuptam,nupta,NOMcom,Case=Acc|Numb=Sing|Gend=Fem
quam,qui1,PROrel,Case=Acc|Numb=Sing|Gend=Fem
frater,frater,NOMcom,Case=Nom|Numb=Sing
habet,habeo,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
non,non,ADVneg,MORPH=empty
nouerit,nosco,VER,Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
usum,usus,NOMcom,Case=Acc|Numb=Sing
Filia,filia,NOMcom,Case=Nom|Numb=Sing
quem,qui1,PROrel,Case=Acc|Numb=Sing|Gend=Masc
genetrix,genetrix,NOMcom,Case=Nom|Numb=Sing
lectoue,lectus,VER,Case=Nom|Numb=Sing
{lectoue},ue,CON,MORPH=empty
incumbat,incumbo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
eodem,idem,PROdem,Case=Abl|Numb=Sing|Gend=MascNeut
Vni,unus,ADJcar,Case=Dat|Numb=Sing|Gend=Com
mixta,misceo,VER,Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
uiro,uir,NOMcom,Case=Dat|Numb=Sing
coniunctaque,coniunctus,ADJqua,Case=Nom|Numb=Plur|Gend=Neut|Deg=Pos
{coniunctaque},que,CON,MORPH=empty
nomina,nomen,NOMcom,Case=Acc|Numb=Plur
turpet,turpeo,ADJqua,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Si,si2,CONsub,MORPH=empty
nouerca,nouerca,NOMcom,Case=Nom|Numb=Sing
fiat,fio,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
carorum,carus,NOMcom,Case=Gen|Numb=Plur
feta,fetus2,ADJqua,Case=Nom|Numb=Plur|Gend=Neut|Deg=Pos
nepotum,nepos1,NOMcom,Case=Gen|Numb=Plur
Vt,ut1,ADVrel,MORPH=empty
quae,qui1,PROrel,Case=Nom|Numb=Sing|Gend=Fem
priuigno,priuignus,NOMcom,Case=Abl|Numb=Sing
coniungitur,coniungo,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
et,et2,CONcoo,MORPH=empty
duas,duo,ADJcar,Case=Acc|Numb=Plur|Gend=Fem
uno,unus,ADJcar,Case=Abl|Numb=Sing|Gend=MascNeut
Germanas,Germanus,NOMpro,Case=Acc|Numb=Plur
cohibere,cohibeo,VER,Mood=Inf|Tense=Pres|Voice=Act
sinu,sinus,NOMcom,Case=Abl|Numb=Sing
res,res,NOMcom,Case=Nom|Numb=Sing
absona,absonus,ADJqua,Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
iuri,ius1,NOMcom,Case=Dat|Numb=Sing
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Vel,uel2,CONcoo,MORPH=empty
quam,quam1,PROrel,Case=Acc|Numb=Sing|Gend=Fem
coniuncta,coniunctus,ADJqua,Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
uobis,uos,PROper,Case=Dat|Numb=Plur
de,de,PRE,MORPH=empty
plebe,plebs,NOMcom,Case=Abl|Numb=Sing
capessit,capesso,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Proximus,propior,ADJqua,Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
haut,haud,ADVneg,MORPH=empty
natus,nascor,ADJqua,Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep
detur,do,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
seruire,seruio,VER,Mood=Inf|Tense=Pres|Voice=Act
potenti,potens,ADJqua,Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
Ne,ne4,CONsub,MORPH=empty
uetito,ueto,VER,Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
nomen,nomen,NOMcom,Case=Nom|Numb=Sing
domini,dominus,NOMcom,Case=Gen|Numb=Sing
uioletur,uiolo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
in,in,PRE,MORPH=empty
actu,actus1,NOMcom,Case=Abl|Numb=Sing
Masculus,masculus,ADJqua,Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
obsceno,obscenus,ADJqua,Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
ne,ne3,ADVneg,MORPH=empty
sit,sum1,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
permixtus,permisceo,ADJqua,Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
amore,amor,NOMcom,Case=Abl|Numb=Sing
Neu,neue1,CONcoo,MORPH=empty
sexum,sexus,NOMcom,Case=Acc|Numb=Sing
deturpa,deturpo,NOMcom,Case=Nom|Numb=Sing
tuum,tuus,PROpos,Case=Acc|Numb=Sing|Gend=MascNeut
nec,nec2,CONcoo,MORPH=empty
quadrupes,quadrupes1,NOMcom,Case=Nom|Numb=Sing
ulla,ullus,PROind,Case=Nom|Numb=Sing|Gend=Fem
Nouerit,nosco,VER,Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
informes,informis,ADJqua,Case=Acc|Numb=Plur|Gend=MascFem|Deg=Pos
coitus,coitus,NOMcom,Case=Nom|Numb=Plur
nuptaeue,nupta,NOMcom,Case=Gen|Numb=Sing|Gend=Neut
{nuptaeue},ue,CON,MORPH=empty
uiriue,uir,ADJqua,Case=Abl|Numb=Plur
{uiriue},ue,CON,MORPH=empty
Crimina,crimen,NOMcom,Case=Acc|Numb=Plur
quae,qui1,PROrel,Case=Nom|Numb=Plur|Gend=Neut
propter,propter2,PRE,MORPH=empty
dominum,dominus,NOMcom,Case=Acc|Numb=Sing
laesere,laedo,VER,Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
potentem,potens,ADJqua,Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
Gentes,gens,NOMcom,Case=Nom|Numb=Plur
multimodae,multimodus,ADJqua,Case=Nom|Numb=Plur|Gend=Fem
terraque,terra,NOMcom,Case=Nom|Numb=Sing
{terraque},que,CON,MORPH=empty
his,hic1,PROdem,Case=Abl|Numb=Plur|Gend=Com
omnibus,omnis,PROind,Case=Abl|Numb=Plur|Gend=Com
iras,ira,NOMcom,Case=Acc|Numb=Plur
Exhibet,exhibeo,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et,et2,CONcoo,MORPH=empty
sordes,sordes,NOMcom,Case=Acc|Numb=Plur
quibus,qui1,PROrel,Case=Dat|Numb=Plur|Gend=Com
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
infecta,infectus2,ADJqua,Case=Nom|Numb=Sing|Gend=Fem
refutat,refuto,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
At,at2,CONcoo,MORPH=empty
cum,cum3,CONsub,MORPH=empty
triticeas,triticeus,ADJqua,Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
tondet,tondeo,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
iam,iam,ADV,Deg=Pos
messor,messor,NOMcom,Case=Nom|Numb=Sing
aristas,arista,NOMcom,Case=Acc|Numb=Plur
Vel,uel2,CONcoo,MORPH=empty
cum,cum3,CONsub,MORPH=empty
flauentes,flaueo,VER,Case=Acc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
resecat,reseco,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
uindemitor,uindemitor,NOMcom,Case=Nom|Numb=Sing
uuas,uua,NOMcom,Case=Acc|Numb=Plur
Nemo,nemo,PROind,Case=Nom|Numb=Sing
legat,lego1,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
totum,totus,PROind,Case=Acc|Numb=Sing|Gend=MascNeut
ut,ut4,CONsub,MORPH=empty
pars,pars,NOMcom,Case=Nom|Numb=Sing
linquatur,linquo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
egenti,egeo,ADJqua,Case=Dat|Numb=Sing|Gend=Com|Deg=Pos
Quae,qui1,PROrel,Case=Nom|Numb=Sing|Gend=Fem
suprema,superus,ADJqua,Case=Nom|Numb=Sing|Gend=Fem|Deg=Sup
fuit,sum1,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
mendum,mendum,NOMcom,Case=Acc|Numb=Sing
ne,ne3,ADVneg,MORPH=empty
dixerit,dico2,VER,Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
ullus,ullus,PROind,Case=Nom|Numb=Sing|Gend=Masc
Neu,neue2,CONsub,MORPH=empty
furtis,furtum,NOMcom,Case=Abl|Numb=Plur
seruire,seruio,VER,Mood=Inf|Tense=Pres|Voice=Act
uelit,uolo3,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
nec,nec2,CONcoo,MORPH=empty
perdere,perdo,VER,Mood=Inf|Tense=Pres|Voice=Act
fratrem,frater,NOMcom,Case=Acc|Numb=Sing
Nec,nec2,CONcoo,MORPH=empty
super,super2,PRE,MORPH=empty
iniustum,iniustus,ADJqua,Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
iurandi,iuro,VER,Case=Gen|Numb=Sing|Mood=Ger|Voice=Act
inponere,impono,VER,Mood=Inf|Tense=Pres|Voice=Act
iura,ius1,NOMcom,Case=Acc|Numb=Plur
Laedere,laedo,VER,Mood=Inf|Tense=Pres|Voice=Act
ne,ne4,CONsub,MORPH=empty
libeat,libet,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
quemquam,quisquam,PROind,Case=Acc|Numb=Sing|Gend=MascFem
uel,uel2,CONcoo,MORPH=empty
rapta,rapio,VER,Case=Acc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
tenere,teneo,VER,Mood=Inf|Tense=Pres|Voice=Act
Neue,neue2,CONsub,MORPH=empty
operi,opus1,NOMcom,Case=Dat|Numb=Sing
pretium,pretium,NOMcom,Case=Nom|Numb=Sing
demat,demo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
mercede,merces,NOMcom,Case=Abl|Numb=Sing
locati,loco,VER,Case=Gen|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
Vel,uel2,CONcoo,MORPH=empty
una,unus,ADJcar,Case=Abl|Numb=Sing|Gend=Fem
sub,sub,PRE,MORPH=empty
nocte,nox,NOMcom,Case=Abl|Numb=Sing
uiri,uir,NOMcom,Case=Gen|Numb=Sing
neu,neue1,CONcoo,MORPH=empty
dicere,dico2,VER,Mood=Inf|Tense=Pres|Voice=Act
surdo,surdus,ADJqua,Case=Dat|Numb=Sing|Gend=MascNeut|Deg=Pos
Surde,surde,ADJqua,Numb=Sing|Deg=Pos
uelis,uolo3,NOMcom,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
damnumue,damnum,NOMcom,Case=Acc|Numb=Sing
{damnumue},ue,CON,MORPH=empty
exprobres,exprobro,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=2
corporis,corpus,NOMcom,Case=Gen|Numb=Sing
ulli,ullus,PROind,Case=Dat|Numb=Sing|Gend=MascNeut
Iudicis,iudex,NOMcom,Case=Gen|Numb=Sing
arbitrium,arbitrium,NOMcom,Case=Acc|Numb=Sing
ne,ne3,ADVneg,MORPH=empty
sit,sum1,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
propensius,propensus,ADJqua,Case=Nom|Numb=Sing|Gend=Neut|Deg=Comp
umquam,umquam,ADV,Deg=Pos
In,in,PRE,MORPH=empty
laeuum,laeuus,ADJqua,Case=Acc|Numb=Sing|Gend=MascNeut
dextrumue,dexter,ADJqua,Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
{dextrumue},ue,CON,MORPH=empty
latus,latus1,NOMcom,Case=Acc|Numb=Sing
quia,quia,CONsub,MORPH=empty
pauperis,pauper,ADJqua,Case=Gen|Numb=Sing|Gend=Com|Deg=Pos
una,unus,ADJcar,Case=Nom|Numb=Sing|Gend=Fem
Eximiique,eximius,ADJqua,Case=Gen|Numb=Sing|Gend=MascNeut|Deg=Pos
{Eximiique},que,CON,MORPH=empty
uiri,uir,NOMcom,Case=Gen|Numb=Sing
debet,debeo,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
persona,persona,NOMcom,Case=Nom|Numb=Sing
uideri,uideo,VER,Mood=Inf|Tense=Pres|Voice=Pass
Illis,ille,PROdem,Case=Dat|Numb=Plur|Gend=Com
qui,qui1,PROrel,Case=Nom|Numb=Plur|Gend=Masc
posita,pono,VER,Case=Abl|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
rectum,rectus,ADJqua,Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
discernere,discerno,VER,Mood=Inf|Tense=Pres|Voice=Act
lance,lanx,NOMcom,Case=Abl|Numb=Sing
Mente,mens,NOMcom,Case=Abl|Numb=Sing
queunt,queo,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
docili,docilis,ADJqua,Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
mox,mox,ADV,Deg=Pos
turgida,turgidus,ADJqua,Case=Abl|Numb=Plur|Gend=Neut|Deg=Pos
pectora,pectus,NOMcom,Case=Acc|Numb=Plur
frena,frenum,NOMcom,Case=Acc|Numb=Plur
Inuisus,inuisus1,ADJqua,Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
ne,ne4,CONsub,MORPH=empty
forte,forte,ADV,Deg=Pos
fias,fio,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
dum,dum2,CONsub,MORPH=empty
despicis,despicio,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
omnes,omnis,PROind,Case=Acc|Numb=Plur|Gend=MascFem
Oderis,odi,VER,Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=2
aut,aut,CONcoo,MORPH=empty
fratrem,frater,NOMcom,Case=Acc|Numb=Sing
tacita,tacitus,ADJqua,Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
si,si2,CONsub,MORPH=empty
cogeris,cogo,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=2
ira,ira,NOMcom,Case=Abl|Numb=Sing
Sed,sed,CONcoo,MORPH=empty
castiga,castigo,VER,Case=Nom|Mood=Imp|Tense=Pres|Voice=Act|Person=2
magis,magis2,ADV,Deg=Comp
coramque,coram,ADV,MORPH=empty
{coramque},que,CON,MORPH=empty
euolue,euoluo,VER,Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
locato,loco,VER,Numb=Sing|Gend=MascNeut|Mood=Imp|Tense=Fut|Voice=Act|Person=2
Vt,ut4,CONsub,MORPH=empty
uitet,uito,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
commissa,committo,VER,Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
prius,prius,ADJadv.ord,Deg=Comp
mentemque,mens,NOMcom,Case=Acc|Numb=Sing
{mentemque},que,CON,MORPH=empty
reformet,reformo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Et,et2,CONcoo,MORPH=empty
cum,cum2,PRE,MORPH=empty
iura,ius1,NOMcom,Case=Acc|Numb=Plur
tibi,tu,PROper,Case=Dat|Numb=Sing
fuerint,sum1,VER,Numb=Plur|Mood=Sub|Tense=Perf|Voice=Act|Person=3
commissa,committo,VER,Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
nocendi,noceo,VER,Case=Gen|Numb=Sing|Mood=Ger|Voice=Act
Motus,motus,NOMcom,Case=Acc|Numb=Plur
pone,pono,ADV,Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
libens,libens,ADJqua,Case=Voc|Numb=Sing|Gend=Com|Deg=Pos
iramque,ira,NOMcom,Case=Acc|Numb=Sing
{iramque},que,CON,MORPH=empty
emitiga,emitigo,VER,Case=Abl|Numb=Sing|Person=2
totam,totus,PROind,Case=Acc|Numb=Sing|Gend=Fem
Pectore,pectus,NOMcom,Case=Abl|Numb=Sing
quae,qui1,PROrel,Case=Nom|Numb=Sing|Gend=Fem
tacito,tacitus,ADJqua,Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
dudum,dudum,ADV,Deg=Pos
contracta,contraho,VER,Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
uigebat,uigeo,VER,Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3
Ne,ne4,CONsub,MORPH=empty
dominus,dominus,NOMcom,Case=Nom|Numb=Sing
sis,sum1,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
ipse,ipse,PROdem,Case=Nom|Numb=Sing|Gend=Masc
tui,tu,PROpos,Case=Gen|Numb=Sing|Gend=MascNeut
uindexque,uindex,NOMcom,Case=Nom|Numb=Sing
{uindexque},que,CON,MORPH=empty
doloris,dolor,NOMcom,Case=Gen|Numb=Sing
Vtque,ut,ADVrel,MORPH=empty
{Vtque},que,CON,MORPH=empty
tuis,tuus,PROpos,Case=Dat|Numb=Plur|Gend=Com
cupies,cupio,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
iucunda,iucundus,ADJqua,Case=Acc|Numb=Sing|Gend=Neut|Deg=Pos
et,et2,CONcoo,MORPH=empty
commoda,commodo1,ADJqua,Case=Acc|Numb=Plur|Deg=Pos
rebus,res,NOMcom,Case=Dat|Numb=Plur
Sic,sic,ADV,Deg=Pos
fratri,frater,NOMcom,Case=Dat|Numb=Sing
deposce,deposco,VER,Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
tuo,tuus,PROpos,Case=Dat|Numb=Sing|Gend=MascNeut
ne,ne4,CONsub,MORPH=empty
dissona,dissonus,ADJqua,Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
mens,mens,NOMcom,Case=Nom|Numb=Sing
sit,sum1,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Hoc,hic1,PROdem,Case=Acc|Numb=Sing|Gend=Neut
seruate,seruo,VER,Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
uiri,uir,NOMcom,Case=Voc|Numb=Plur
sanctoque,sanctus,ADJqua,Case=Dat|Numb=Sing|Gend=MascNeut|Deg=Pos
{sanctoque},que,CON,MORPH=empty
insistite,insisto,VER,Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
iuri,ius1,NOMcom,Case=Dat|Numb=Sing
Sint,sum1,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
iumenta,iumentum,NOMcom,Case=Nom|Numb=Plur
tuis,tuus,PROpos,Case=Dat|Numb=Plur|Gend=Com
subnixa,subnixus,ADJqua,Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
et,et2,CONcoo,MORPH=empty
subdita,subdo,VER,Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
plaustris,plaustrum,NOMcom,Case=Abl|Numb=Plur
Corpore,corpus,NOMcom,Case=Abl|Numb=Sing
consimili,consimilis,ADJqua,Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
nec,nec2,CONcoo,MORPH=empty
taurum,taurus,NOMcom,Case=Acc|Numb=Sing
iunge,iungo,VER,Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
caballo,caballus,NOMcom,Case=Abl|Numb=Sing
Frena,frenum,NOMcom,Case=Acc|Numb=Plur
regens,rego,VER,Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
uirides,uiridis,ADJqua,Case=Acc|Numb=Plur|Gend=MascFem|Deg=Pos
inter,inter,PRE,MORPH=empty
nec,nec2,CONcoo,MORPH=empty
spargito,spargo2,VER,Numb=Sing|Mood=Imp|Tense=Fut|Voice=Act|Person=2
uites,uitis,NOMcom,Case=Acc|Numb=Sing
Farra,far,NOMcom,Case=Acc|Numb=Plur
serens,sero?,VER,Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
uestisque,uestis,NOMcom,Case=Nom|Numb=Sing
{uestisque},que,CON,MORPH=empty
tibi,tu,PROper,Case=Dat|Numb=Sing
nec,nec2,CONcoo,MORPH=empty
discolor,discolor,ADJqua,Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
ulla,ullus,PROind,Case=Nom|Numb=Sing|Gend=Fem
Diuerso,diuersus,ADJqua,Case=Dat|Numb=Sing|Gend=MascNeut
sit,sum1,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
texta,texo,VER,Case=Nom|Numb=Plur|Gend=Fem
modo,modo2,CONsub,Case=Abl
filoue,filuus,NOMcom,Case=Abl|Numb=Sing
{filoue},que,CON,MORPH=empty
biformi,biformis,ADJqua,Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
Diligit,diligo3,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ancillam,ancilla,NOMcom,Case=Acc|Numb=Sing
si,si2,CONsub,MORPH=empty
quis,quis2,PROind,Case=Nom|Numb=Sing|Gend=MascFem
mercede,merces,NOMcom,Case=Abl|Numb=Sing
seorsa,seorsum?,VER,Case=Abl|Numb=Sing|Deg=Pos
Nondum,nondum,ADVneg,MORPH=empty
iure,ius1,NOMcom,Case=Abl|Numb=Sing|Deg=Pos
dato,do,VER,Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
quod,qui1,PROrel,Case=Acc|Numb=Sing|Gend=Neut
seruis,seruus1,NOMcom,Case=Dat|Numb=Sing
missio,missio,NOMcom,Case=Nom|Numb=Sing
praestat,praesto1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Et,et2,CONcoo,MORPH=empty
data,do,VER,Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
libertas,libertas,NOMcom,Case=Nom|Numb=Sing
mortali,mortalis2,ADJqua,Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
crimine,crimen,NOMcom,Case=Abl|Numb=Sing
caret,careo,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Puella,puella,NOMcom,Case=Nom|Numb=Sing
si,si2,CONsub,MORPH=empty
non,non,ADVneg,MORPH=empty
iuncta,iungo,VER,Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
uiro,uir,NOMcom,Case=Dat|Numb=Sing
sensum,sensus,NOMcom,Case=Acc|Numb=Sing
coniunxerit,coniungo,VER,Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=3
unum,unus,ADJcar,Case=Acc|Numb=Sing|Gend=MascNeut
Si,si2,CONsub,MORPH=empty
facilis,facilis,ADJqua,Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos
nullo,nullus,PROind,Case=Abl|Numb=Sing|Gend=MascNeut
coitus,coitus,NOMcom,Case=Nom|Numb=Sing
luctamine,luctamen,NOMcom,Case=Abl|Numb=Sing
praestat,praesto1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Lenitur,lenio,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
per,per,PRE,MORPH=empty
uota,uotum,NOMcom,Case=Acc|Numb=Plur
deus,deus,NOMcom,Case=Nom|Numb=Sing
si,si2,CONsub,MORPH=empty
de,de,PRE,MORPH=empty
grege,grex,NOMcom,Case=Abl|Numb=Sing
molli,mollis,ADJqua,Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
Votiuus,uotiuus,ADJqua,Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
aries,aries,NOMcom,Case=Nom|Numb=Sing
domini,dominus,NOMcom,Case=Gen|Numb=Sing
mactetur,macto,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
ad,ad2,PRE,MORPH=empty
aram,ara,NOMcom,Case=Acc|Numb=Sing
Insita,insitus2,VER,Case=Nom|Numb=Sing|Gend=Neut
siluestri,siluestris,ADJqua,Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
quotiens,quotiens1,ADVrel,MORPH=empty
sunt,sum1,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
germina,germen,NOMcom,Case=Nom|Numb=Plur
trunco,truncus1,NOMcom,Case=Abl|Numb=Sing|Gend=MascNeut
Carpite,carpo,VER,Case=Abl|Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
post,post2,PRE,MORPH=empty
ternos,ternus,ADJdis,Case=Acc|Numb=Plur|Gend=Masc
nequaquam,nequaquam,ADVneg,MORPH=empty
poma,pomum,NOMcom,Case=Acc|Numb=Plur
decembres,december,ADJqua,Case=Acc|Numb=Plur|Gend=MascFem
Sed,sed,CONcoo,MORPH=empty
summo,superus,ADJqua,Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Sup
sacrate,sacratus,ADJqua,Case=Voc|Numb=Plur|Gend=Masc
deo,deus,NOMcom,Case=Abl|Numb=Sing
quia,quia,CONsub,MORPH=empty
quintus,quintus,ADJord,Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
edendi,edo1,VER,Case=Gen|Numb=Sing|Mood=Ger|Voice=Act
Iura,ius1,NOMcom,Case=Acc|Numb=Plur
dabit,do,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
uobis,uos,PROper,Case=Dat|Numb=Plur
licitis,licet1,VER,Case=Abl|Numb=Plur|Gend=Com|Deg=Pos|Mood=Par|Tense=Perf|Voice=Pass
cum,cum2,PRE,MORPH=empty
uictibus,uictus,NOMcom,Case=Abl|Numb=Plur
annus,annus,NOMcom,Case=Nom|Numb=Sing
Auguriis,Augurius,NOMcom,Case=Dat|Numb=Plur|Gend=Com
seruire,seruio,VER,Mood=Inf|Tense=Pres|Voice=Act
nega,nego,VER,Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
atque,atque1,CONcoo,MORPH=empty
auspicis,auspex,NOMcom,Case=Gen|Numb=Sing
orsa,ordior,VER,Case=Acc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Dep
Pro,pro1,PRE,MORPH=empty
ueris,uerus,NOMcom,Case=Abl|Numb=Plur|Gend=Com
audire,audio,VER,Mood=Inf|Tense=Pres|Voice=Act
fuge,fugio,VER,Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
rectumque,rectus,ADJqua,Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
{rectumque},que,CON,MORPH=empty
capillum,capillus,NOMcom,Case=Acc|Numb=Sing
Crispanti,crispo,VER,Case=Abl|Numb=Sing|Gend=Com
rutilare,rutilo,VER,Mood=Imp|Tense=Pres|Voice=Dep
